id,name,fuel_type
4107,2.0 Turbo RS Evolution VIII (6-speed),P
4108,2.0 Turbo RS Evolution VIII FQ-300,P
4109,2.0 Turbo RS Evolution VIII FQ-330,P
4110,2.0 Turbo RS Evolution VIII MR (5-speed),P
4111,2.0 Turbo RS Evolution VIII MR (6-speed),P
4112,2.0 Turbo RS Evolution VIII MR FQ-300,P
4113,2.0 Turbo RS Evolution VIII MR FQ-320,P
4114,2.0 Turbo RS Evolution VIII MR FQ-330,P
4115,2.0 Turbo RS Evolution VIII MR FQ-400,P
4116,2.0 Turbo RS-2 Evolution VI,P
4117,2.0 Turbo RSX Limited Edition Evolution VI,P
4118,2.0 16v ST,P
4119,2.0 16v ST 4WD,P
4120,3.2 DI-D,D
4121,2.5 DI-D,D
4122,3.2 16v DI-D,D
4123,2.0 16v Automatic 4WD,P
4124,2.4 16v Automatic 4WD,P
4125,2.0 16v ClearTec,P
4126,2.0 16v ClearTec CVT,P
4127,2.0 16v ClearTec CVT 4WD,P
4128,2.2 16v DI-D,D
4129,2.2 16v DI-D 4WD,D
4130,2.2 16v DI-D ClearTec,D
4131,2.2 16v DI-D ClearTec 4WD,D
4132,2.2 16v DI-D ClearTec Automatic 4WD,D
4133,2.2 16v DI-D ClearTec Plus 4WD,D
4134,2.2 16v DI-D Top ClearTec 4WD,D
4135,2.0 16v DI-D 4WD,D
4136,2.2 16v DI-D TC-SST 4WD,D
4137,2.0 16v Flex,P
4138,3.5 V6 Flex,P
4139,2.5 8v TD,D
4140,1.8 16v GDI,P
4141,3.2 16v DI-D AT,D
4142,3.2 16v DI-D Automatic,D
4143,3.2 16v  DI-D Automatic,D
4144,3.0 24v VR-I,P
4145,3.0 24v VR-I Automatic,P
4146,3.0 24v ZR,P
4147,3.0 24v ZR AT,P
4148,3.5 24v GDI,P
4149,3.5 24v GDI AT,P
4150,3.8 24v Automatic,P
4151,3.0L V6 GLS,P
4152,1.9  8v DI-D,D
4153,1.5 16v MIVEC,P
4154,3.0 DDI,D
4155,3.0 DDI FG,D
4156,3.7 24 V6,P
4157,3.7 24 V6 Nismo,P
4158,1.5 8v dCi,D
4159,2.2 16v Di,D
4160,2.2 16v dCi,D
4161,2.5 16v 6MT,P
4162,2.5 16v CVT,P
4163,3.0 TD 110,D
4164,2.5 dCi,D
4165,3.0 dCi,D
4166,80 kW,E
4167,1.5 dCi 110,D
4168,1.5 dCi 90,D
4169,2.5 16v 7AT,P
4170,3.8 V6 BiTurbo,P
4171,1.9 8v dCi 80,D
4172,2.2 16v dCi 90,D
4173,2.5 16v dCi 115,D
4174,3.0 dCi 140,D
4175,1.2 DIG-T,P
4176,1.5 dCi,D
4177,1.6 DIG-T,P
4178,1.6 DIG-T CVT,P
4179,1.6 DIG-T Nismo,P
4180,1.6 DIG-T Nismo CVT,P
4181,1.6 Nismo RS CVT,P
4182,1.6i Turbo,P
4183,110 kW,E
4184,e+ 160 kW,E
4185,1.2 12v 4AT,P
4186,3.0 24v V6,P
4187,1.5 dCi 65,D
4188,1.5 dCi 86,D
4189,2.5 16v Hybrid 6AT,P
4190,2.3 dCi 160,D
4191,2.3 dCi 190,D
4192,1.5 dCi 70,D
4193,1.5 dCi DPF 90,D
4194,1.6 dCi 120 6MT,D
4195,1.6 dCi 6MT,D
4196,2.3 dCi,D
4197,5.6 V8,P
4198,3.5L V6,P
4199,4.0 V6,P
4200,4.8 24v,P
4201,5.6 V8 Nismo,P
4202,3.0 16v dCi,D
4203,1.9 dCi,D
4204,2.0 dCi,D
4205,2.2 dCi,D
4206,2.0 DI,D
4207,1.6 DIG-T 6MT,P
4208,1.5 dCi DPF,D
4209,1.7 Blue dCi 6MT,D
4210,1.7 Blue dCi 7AT,D
4211,2.0 16v Hybrid CVT,P
4212,2.0 16v 4x4,P
4213,1.6 16v dCi,D
4214,1.6 DIG-T SR CVT,P
4215,5.6L V8 7AT,P
4216,5.0L V8 Cummins 6AT,D
4217,2.0 16v dCi,D
4218,2.0 dCi 150,D
4219,2.0 dCi 173,D
4220,2.5 16v,P
4221,1.2 ecoFLEX,P
4222,1.4 ecoFLEX,P
4223,1.4 LPG ecoFLEX,P
4224,1.0 Turbo Ecotec,P
4225,1.0 Turbo FlexFuel,P
4226,1.4 Turbo ecoFLEX,P
4227,1.3 CDTI ecoFLEX,D
4228,1.2 Ecotec,P
4229,1.2 LPG ecoFLEX,P
4230,1.0 Ecotec,P
4231,1.0 TwinPort Ecotec,P
4232,1.2 TwinPort  Ecotec,P
4233,1.3 CDTI Ecotec,D
4234,2.0 CDTI,D
4235,2.2 VCDi,D
4236,2.4 Ecotec,P
4237,3.2 Ecotec,P
4238,1.5 CDTI 6MT,D
4239,1.5 CDTI 9AT,D
4240,1.4 LPG Turbo ecoFlex,P
4241,1.4 ecoFlex,P
4242,1.6 Turbo,P
4243,1.6 ecoFlex,P
4244,1.6 Turbo ecoFlex,P
4245,1.7 CDTI ecoFlex,D
4246,1.7 CDTI Dpf 6MT,D
4247,1.7 CDTI EcoFlex,D
4248,2.0 BiTurbo CDTI,D
4249,2.0 Turbo Ecotec OPC,P
4250,1.0 12v Turbo SIDI 5AT,P
4251,1.0 12v Turbo SIDI Ecoflex 5AT,P
4252,1.4 Turbo ecoFLEX 6MT,P
4253,1.4 Turbo 6AT,P
4254,1.4 Turbo 6MT,P
4255,1.4 Turbo ecoFLEX 6AT,P
4256,1.6 CDTI 6MT,D
4257,1.6 CDTI 6AT,D
4258,1.6 CDTI ecoFLEX,D
4259,1.6 CDTI BiTurbo 6MT,D
4260,1.6 Turbo SIDI 6AT,P
4261,1.6 Turbo SIDI 6MT,P
4262,1.4 Ecotec,P
4263,1.6 Ecotec,P
4264,1.8 Ecotec,P
4265,2.0 OPC,P
4266,2.0 Ecotec,P
4267,1.7 DTI,D
4268,1.3 CDTI,D
4269,1.4TwinPort Ecotec,P
4270,1.6 TwinPort,P
4271,1.6 Twinport,P
4272,1.6 CNG Ecotec,P
4273,1.7 CDTI,D
4274,1.7 CDTI Dpf,D
4275,1.9 CDTI,D
4276,1.9 CDTI Ecotec,D
4277,2.0 Turbo OPC,P
4278,2.0 Turbo,P
4279,2.2 Ecotec,P
4280,1.5d 9AT,D
4281,1.5 CDTI 5MT,D
4282,1.5 CDTI 8AT,D
4283,1.6 CDTI,D
4284,1.2 Turbo 110,P
4285,1.2 Turbo 110 6MT,P
4286,1.2 Turbo 130,P
4287,1.6 CNG ecoFLEX,P
4288,1.7 DI,D
4289,1.6 Turbo OPC,P
4290,1.6 Turbo OPC Nurburgring Edition,P
4291,1.6 Turbo OPC Nürburgring Edition,P
4292,1.4 ecoFLEX 5MT,P
4293,1.4 LPG ecoFLEX 5MT,P
4294,1.2 Turbo 100 6MT,P
4295,1.2 Turbo 100 8AT,P
4296,1.2 Turbo 130 8AT,P
4297,1.2 75,P
4298,1.6 Turbo GSi,P
4299,1.6 Turbo Gsi,P
4300,1.8 Ecotec Gsi,P
4301,1.5 CDTI 6AT,D
4302,1.2 Turbo 110 6AT,P
4303,1.2 Turbo 130 6AT,P
4304,1.6 Ecotec,D
4305,2.0 CDTI 8AT,D
4306,1.2 Turbo 130 6MT,P
4307,1.6 16v Turbo 8AT,P
4308,2.0 Turbo Ecotec,P
4309,2.0 CDTI 6MT,D
4310,1.6 SIDI Turbo ecoFLEX,P
4311,2.0 CDTI ecoFLEX,D
4312,2.0 Turbo ecoFLEX,P
4313,2.8 V6 BiTurbo OPC,P
4314,2.8 V6 Turbo,P
4315,1.5 Turbo SIDI 6AT,P
4316,1.5 Turbo SIDI 6MT,P
4317,2.0 Turbo 4x4 GSi,P
4318,1.4 Turbo,P
4319,1.4 ecoFLEX LPG,P
4320,1.7 CDTI ecoFLEX,D
4321,2.3 CDTI 6MT,D
4322,2.3 CDTI BiTurbo 6AT,D
4323,2.3 CDTI BiTurbo 6MT,D
4324,1.9 DTI,D
4325,2.2 DTI,D
4326,2.5 DTI,D
4327,2.3 CDTI,D
4328,2.3 CDTI BiTurbo,D
4329,3.0 CDTI,D
4330,2.0i,P
4331,2.4i,P
4332,1.9 dTi,D
4333,1.9 DI,D
4334,2.5 CDTI,D
4335,1.6 BiTurbo CDTi,D
4336,1.6 Turbo SIDI,P
4337,1.6 EcoM Turbo CNG,P
4338,1.6 Turbo CNG,P
4339,2.0 CDTI Ecotec,D
4340,1.6 16v HDi FAP,D
4341,1.1i,P
4342,1.4i 8v,P
4343,1.6 e-HDI,D
4344,1.6 HDi,D
4345,1.6 BlueHDi 100 FAP,D
4346,1.5 BlueHDI 130 8AT,D
4347,1.5 BlueHDI 100 6MT,D
4348,1.2 PureTech 100 6MT,P
4349,1.2 PureTech 130 6MT,P
4350,1.2 PureTech 155 8AT,P
4351,1.6 16v HDi,D
4352,1.4,P
4353,1.4i,P
4354,1.6 8v,P
4355,2.0 16v RC,P
4356,2.0 16v GTi,P
4357,2.0 8v HDi,D
4358,1.6 16v THP RC,P
4359,1.6 16v Gti THP,P
4360,1.6 16v THP Gti,P
4361,1.6 8v BlueHDI,D
4362,1.2 PureTech 100 8AT,P
4363,1.6 16v THP GT 165,P
4364,1.6 BlueHDI,D
4365,1.6 BlueHDI 120,D
4366,1.6 16v THP GTI,P
4367,2.0 BlueHDi GT,D
4368,1.2 Puretech 130,P
4369,1.2 Puretech 110,P
4370,1.6 16v GT e-THP 6MT,P
4371,1.6 16v GT THP 6MT,P
4372,1.6 16v GTI e-THP 6MT,P
4373,1.6 16v GTI THP 6MT,P
4374,1.6 16v THP GT,P
4375,1.6 16v Flex,P
4376,2.0 16v BioFlex,P
4377,1.6 HDI 112,D
4378,1.6 BlueHDI 100,D
4379,1.6 HDI 109,D
4380,2.0 HDI 150,D
4381,2.0 HDI 163,D
4382,2.0 BlueHDI 180,D
4383,2.0 BlueHDI 150,D
4384,1.6 16v THP 156,P
4385,1.6 16v THP PureTech 180,P
4386,1.6i 16v,P
4387,2.0 HDi,D
4388,1.6 16v THP R,P
4389,1.6 16v THP 200,P
4390,2.0 16v HDi 160,D
4391,1.2 Puretech 130 8AT,P
4392,2.0 BlueHDi 180,D
4393,2.0 16v Turbo 6MT,P
4394,2.0 16v Turbo 7AT,P
4395,2.5 16v Turbo 6MT,P
4396,2.5 16v Turbo 7AT,P
4397,3.0 BiTurbo PDK 8AT,P
4398,3.4 24v,P
4399,3.6 24v,P
4400,3.6 24v 6MT,P
4401,3.6 24v 7AT,P
4402,3.8 24v,P
4403,3.4 24v 7AT,P
4404,3.4 24v 7MT,P
4405,3.0 24v Turbo,P
4406,3.4 24v 5AT,P
4407,3.4 24v 6MT,P
4408,3.6 24v 5AT,P
4409,3.8 24v 7AT,P
4410,3.8 24v 7MT,P
4411,3.8 24v 5AT,P
4412,3.8 24v 6MT,P
4413,3.6 24v Turbo 6MT,P
4414,3.6 Turbo 24v,P
4415,4.0 24v Turbo 7AT,P
4416,4.0 24v 6MT,P
4417,3.0 24v Turbo 7AT,P
4418,3.0 24v Turbo 7MT,P
4419,3.6 24v Turbo 5AT,P
4420,3.8 24v Turbo 7AT,P
4421,3.8 24v Turbo 6MT,P
4422,4.6 V8 7AT,P
4423,2.7 24v 5AT,P
4424,2.7 24v 5MT,P
4425,2.7 24v 6MT,P
4426,2.9 24v 6MT,P
4427,2.9 24v 7AT,P
4428,2.7 24v 7AT,P
4429,2.7 24v  6MT,P
4430,3.2 24v 5AT,P
4431,3.2 24v 6MT,P
4432,3.2 24v,P
4433,5.7 V10,P
4434,3.0 V6 24v Turbo 8AT,P
4435,3.0 V6 24v Turbo E-Hybrid 8AT,P
4436,3.0 V6 Turbo,P
4437,3.2 VR6 6MT,P
4438,3.6 VR6 6MT,P
4439,3.6 VR6 8AT,P
4440,3.0 V6 TDI 6AT,D
4441,3.0 V6 TDI 8AT,D
4442,3.0 V6 8AT,P
4443,4.8 V8 6MT,P
4444,4.8 V8 8AT,P
4445,3.6 V6 Turbo 8AT,P
4446,2.9 V6 24v Turbo 8AT,P
4447,4.5 V8 6AT,P
4448,4.2 V8 TDI 8AT,D
4449,4.5 V8 Turbo 6AT,P
4450,4.8 V8 Turbo 6AT,P
4451,4.8 V8 Turbo 8AT,P
4452,4.8 V8 Turbo,P
4453,3.4 24V 7AT,P
4454,3.4 24v Sport,P
4455,3.0 V6  Turbo 7AT,P
4456,3.0 V6 24v Turbo 7AT,P
4457,3.0 V6 Turbo PDK,P
4458,3.0 V6  Turbo 7AT,D
4459,3.0 V6 (258) Turbo PDK,D
4460,3.0 V6 (211) Turbo PDK,D
4461,3.0 V6 (250) Turbo PDK,D
4462,2.9 V6 24v Turbo 7AT,P
4463,3.6 V6 7AT,P
4464,2.9 V6 24v Turbo E-Hybrid 8AT,P
4465,4.8 V8 7AT,P
4466,3.0 V6 7AT,P
4467,3.0 V6 8AT,D
4468,4.8 V8 7MT,P
4469,4.0 V8 Turbo E-Hybrid 8AT,P
4470,2.2 dCi 6MT,D
4471,0.9 Energy TCe 5MT,P
4472,1.5 Blue dCi 7AT,D
4473,1.5 dCi Eco 5MT,D
4474,1.5 dCi Eco 6AT,D
4475,1.2 16v TCe 5MT,P
4476,1.2 TCe ENERGY 6AT,P
4477,1.2 TCe ENERGY 6MT,P
4478,1.2 8v 5MT,P
4479,0.9 TCe 90,P
4480,1.2 TCe EDC,P
4481,1.2 TCe ENERGY EDC,P
4482,1.5 dCi 6AT,D
4483,1.5 dCi 90 EDC,D
4484,1.2 16v eco2 5MT,P
4485,1.5 dCi eco2 5MT,D
4486,1.0 16v Hi-Flex,P
4487,2.0 16v RS 5MT,P
4488,2.0 16v RS 6MT,P
4489,1.6 16v TCe RS,P
4490,1.6 16v TCe RS EDC,P
4491,1.6 16v TCe RS Trophy,P
4492,1.6 16v Tce Turbo RS,P
4493,1.6 16v Turbo RS,P
4494,2.0 16v 4AT,P
4495,2.0 16v 5MT,P
4496,2.0 16v Turbo 5AT,P
4497,1.9 dCi 6MT,D
4498,2.2 dCi 5AT,D
4499,2.2 dCi 5MT,D
4500,2.0 Blue dCi 7AT,D
4501,1.6 TCe 7AT,P
4502,1.8L 16V TCe 225 EDC 7AT,P
4503,3.0 dCi 5AT,D
4504,3.0 dCi 6AT,D
4505,1.6 dCi 6AT,D
4506,2.0 16v TCe 6MT,P
4507,1.2 16v 5AT,P
4508,1.2 TCe,P
4509,1.4 TCe 6MT,P
4510,1.6 dCi,D
4511,1.4 16v TCe,P
4512,1.2 TCe 6MT,P
4513,1.2 TCe 7AT,P
4514,1.6 Tce,P
4515,1.6 16v CNG,C
4516,1.9 dCi 5MT,D
4517,1.6 8v 5MT,P
4518,2.0 dCi AT,D
4519,0.8 12V 5MT,P
4520,1.8 16v 4AT,P
4521,1.8 16v 5MT,P
4522,1.9 dCi 4AT,D
4523,3.0 V6 5AT,P
4524,2.0 dCi 6AT,D
4525,3.5 V6 24v,P
4526,3.0 V6 dCi,D
4527,3.0 DXi,D
4528,2.5 dCi 5MT,D
4529,2.5 dCi 6MT,D
4530,3.0 dCi 6MT,D
4531,2.3 dCi 6AT,D
4532,2.3 dCi 6MT,D
4533,2.0 TCe 6MT,P
4534,1.8L 16V TCe 225 EDC 6AT,P
4535,1.8L RS 16V TCe 280 6MT,P
4536,1.8L RS 16V TCe 280 EDC 6AT,P
4537,1.8L RS Trophy 16V TCe 300 6MT,P
4538,1.8L RS Trophy 16V TCe 300 EDC 6AT,P
4539,1.6 dCi ECO 6MT,D
4540,2.0 16v Turbo 220 6MT,P
4541,2.0 16v RS F1 Team R26 6MT,P
4542,2.0 16v RS,P
4543,2.0 16v RS Trophy,P
4544,2.0 16v RS Trophy 275,P
4545,1.5 dCi 5AT,D
4546,2.3 V6 5MT,P
4547,1.6  8v Flex,P
4548,1.6 16v Hi-Flex 5MT,P
4549,1.6 16v TCe 6MT,P
4550,1.6 16v dCi 6MT,D
4551,0.9 TCe 6AT,P
4552,3.0 dCi 24v 5AT,D
4553,3.5 V6 24v 5AT,P
4554,3.5 V6 5AT,P
4555,1.2 TCe 5MT,P
4556,6.6 V12 TwinTurbo 8AT,P
4557,6.75 V12 48v 8AT,P
4558,2.0 16v Turbo BioPower,P
4559,2.0 16v Turbo LPT,P
4560,2.0 16v Turbo LPT SAAB Tuned,P
4561,2.0 16v Turbo HPT,P
4562,2.0 16v Turbo Aero,P
4563,2.0 16v Turbo BioPower AT 5 speed,P
4564,2.0 16v Turbo BioPower MT 5 speed,P
4565,2.3 16v Turbo Viggen,P
4566,2.3 16v Turbo Aero,P
4567,2.8 V6 24v Turbo Aero,P
4568,2.8 V6 24v Turbo FWD,P
4569,2.8 V6 24v Turbo X,P
4570,2.8 V6 24v Turbo XWD,P
4571,1.9  8v TiD,D
4572,1.9 16v TiDS,D
4573,1.9 16v TTiD,D
4574,2.0 TiD 6AT,D
4575,2.0 TiD 6MT,D
4576,2.0 TTiD 6AT,D
4577,2.0 TTiD 6MT,D
4578,2.0 16v TTiD,D
4579,2.0 16v Turbo SAAB Tuned,P
4580,2.0 16v Turbo Ecopower,P
4581,2.3 16v Turbo Ecopower,P
4582,2.3 16v Turbo,P
4583,1.9 16v TiD,D
4584,2.8 D 16v,D
4585,2.5 D 16v,D
4586,1.8 T 4AT,P
4587,2.0 6MT,P
4588,2.8 VR6 4Drive 5AT,P
4589,2.8 VR6 4Drive 6MT,P
4590,2.8 VR6 5AT,P
4591,2.8 VR6 6MT,P
4592,1.9 TDI 4Drive 5AT,D
4593,1.9 TDI 4Drive 6MT,D
4594,1.8 T 5AT,P
4595,1.8 T 6MT,P
4596,2.0 TDI 6MT,D
4597,1.4 TSI 6AT,P
4598,1.4 TSI 6MT,P
4599,2.0 TSI 6AT,P
4600,2.0 TSI 6MT,P
4601,1.8 TSI 6MT,P
4602,1.8 TSI 7AT,P
4603,2.0 TDI 6AT,D
4604,2.0 TDI 4Drive 6AT,D
4605,2.0 TDI 4Drive 6MT,D
4606,1.9 TDI 6AT,D
4607,2.0 FSI 6AT,P
4608,2.0 FSI 6MT,P
4609,1.8 TSI 5MT,P
4610,1.4 TSI 7AT,P
4611,1.6 TDI 5MT,D
4612,1.6 TDI 7AT,D
4613,1.2 TSI 6MT,P
4614,1.2 TSI 7AT,P
4615,1.6 LPG 5MT,P
4616,2.0 TDI 4WD 6MT,D
4617,2.0 TSI 4WD 6AT,P
4618,2.0 TSI 4WD 6MT,P
4619,2.0 TDI 4WD 6AT,D
4620,1.5 TSI 6MT,P
4621,1.5 TSI 7AT,P
4622,1.0 TSI 6MT,P
4623,1.0 TSI 7AT,P
4624,1.7 SDI 5MT,D
4625,1.4 TDI 5MT,D
4626,1.4 EcoTSI 4Drive 6AT,P
4627,1.4 TSI 4Drive 6AT,P
4628,1.4 TSI 4Drive 6MT,P
4629,2.0 TSI 4Drive 7AT,P
4630,1.6 TDI 6MT,D
4631,2.0 TDI 4Drive 7AT,D
4632,2.0 TDI 7AT,D
4633,1.9 SDI 5MT,D
4634,1.4 4AT,P
4635,2.0 TSI 7AT,P
4636,1.2 12v 5MT,P
4637,1.6 TDI 5AT,D
4638,2.0 TDI 5MT,D
4639,1.2 TDI 5MT,D
4640,1.0 EcoTSI 7AT,P
4641,1.0 TSI 5MT,P
4642,1.2 TSI 5MT,P
4643,1.4 TDI 7AT,D
4644,1.7 D 5MT,D
4645,1.5 TGI 6MT,P
4646,1.5 TGI 7AT,P
4647,1.8 T Syncro 6MT,P
4648,1.8 4AT,P
4649,1.9 TDI Syncro 6MT,D
4650,1.6 TDI 6AT,D
4651,1.0 TSI Ecomotive 6MT,P
4652,2.0 TFSI Cupra 7AT,P
4653,1.4 TGI 6MT,P
4654,1.4 TGI 7AT,C
4655,1.4 TGI 7AT,P
4656,1.6 TDI Ecomotive 6MT,D
4657,1.6 TDI EcoMotive 7AT,D
4658,1.4 TSI ACT 6MT,P
4659,1.4 TSI ACT 7AT,P
4660,2.0 TSI Cupra 290 OPF 7AT,P
4661,2.0 TSI Cupra ST 300 4Drive 7AT,P
4662,2.8 V6 Syncro 6MT,P
4663,2.0 TSI Cupra 280 6AT,P
4664,2.0 TSI Cupra 300 6AT,P
4665,2.0 TSI Cupra 265 6AT,P
4666,2.0 TSI Cupra 290,P
4667,2.0 TSI Cupra 290 6AT,P
4668,1.8 TSI 4Drive 6MT,P
4669,1.8 TSI 4Drive 7AT,P
4670,1.6 TDI 4Drive 5MT,D
4671,1.6 TDI 4Drive 7AT,D
4672,1.6 TDI Ecomotive 4Drive 6MT,D
4673,2.0 TSI 4Drive 6AT,P
4674,2.0 TSI 4Drive 6MT,P
4675,2.0 TSI Cupra 300 4Drive 6AT,P
4676,1.8 TSI 4Drive 6AT,P
4677,1.0 5AT,P
4678,1.0 EcoFuel 5MT,P
4679,2.0 TDI 4Drive,D
4680,2.3 V5 5MT,P
4681,1.2 MPI 6MT,P
4682,1.0 MPI 5AT,P
4683,1.0 MPI 5MT,P
4684,1.0 CNG 5MT,P
4685,1.2 HTP 5MT,P
4686,1.4 TSI R5 Edition 7AT,P
4687,2.0 TFSI 4X4 7AT,P
4688,2.0 TDI 4x4 7AT,D
4689,2.0 TDI RS,D
4690,1.4 TSI 4X4 6AT,P
4691,1.4 TSI 4X4 6MT,P
4692,2.0 TSI 4X4 7AT,P
4693,2.0 TDI 4X4 6MT,D
4694,2.0 TDI 4X4 7AT,D
4695,1.8 T 4X4 5MT,P
4696,1.6 FSI 6AT,P
4697,1.9 TDI 4X4 5MT,D
4698,1.9 TDI 4X4 6AT,D
4699,2.0 FSI 4X4 6AT,P
4700,2.0 FSI 4X4 6MT,P
4701,2.0 TDI DPF 6AT,D
4702,2.0 TDI DPF 6MT,D
4703,1.6 TDI DPF 5MT,D
4704,1.6 TDI DPF 7AT,D
4705,1.8 TSI 6AT,P
4706,2.0 TDI DPF 4X4 6AT,D
4707,2.0 TDI DPF 4X4 6MT,D
4708,1.8 TSI 4X4 6AT,P
4709,1.8 TSI 4x4 6AT,P
4710,2.0 TDI 4X4 6AT,D
4711,1.6 TDI 4X4 5MT,D
4712,1.6 TDI 4X4 7AT,D
4713,1.4 TSI G-TEC 6MT,P
4714,1.4 TSI G-TEC 7AT,P
4715,1.4 TSI G-TEC 7AT,C
4716,1.6 TDI GreenLine 6MT,D
4717,1.6 TDI 4X4 6MT,D
4718,2.0 TSI (RS),P
4719,1.9 TDI 4X4 6MT,D
4720,1.6 TDI DPF 4X4 5MT,D
4721,1.6 TDI DPF 4X4 7AT,D
4722,1.8 TSI 4X4 6MT,P
4723,1.8 TSI 4X4 7AT,P
4724,1.9 TDI 4x4 6AT,D
4725,1.2 MPI 5MT,P
4726,1.2 MPI 7AT,P
4727,1.6 7AT,P
4728,1.6 16v MPI Flex 5MT,P
4729,2.8 V6 5AT,P
4730,2.8 V6 5MT,P
4731,2.5 V6 TDI 5AT,D
4732,2.5 V6 TDI 6MT,D
4733,3.6 FSI 4X4 V6 6AT,P
4734,3.6 FSI V6 6AT,P
4735,2.0 TFSI 4X4 6AT,P
4736,2.0 TSI 4X4 6AT,P
4737,2.0 TDI SRC 4X4 6AT,D
4738,2.0 TDI SRC 6AT,D
4739,1.4 TSI ACT 4X4 6MT,P
4740,1.4 TSI ACT 4X4 7AT,P
4741,2.0 TDI SCR 4X4 6AT,D
4742,2.0 TDI SCR 4X4 6MT,D
4743,2.0 TDI SCR 6AT,D
4744,2.0 TDI SCR 6MT,D
4745,2.0 TSI,P
4746,2.0 16v TDI 6AT,D
4747,2.0 TDI 4x4 6AT,D
4748,1.6 MPI 6AT,P
4749,900 5MT,P
4750,900 6AT,P
4751,1.3 6AT,P
4752,1.0 6AT,P
4753,1.5 CDI 5MT,D
4754,1.5 CDI 6AT,D
4755,1.0 mhd 5AT,P
4756,800 CDI 5AT,D
4757,800 CDI 6AT,D
4758,2.2 e-XDi,D
4759,2.0 XDi,D
4760,2.7 XDi,D
4761,2.0 XDI,D
4762,1.6 e-XDi,D
4763,2.5 4AT,P
4764,2.0 D-4S 6AT,P
4765,2.0 D-4S 6MT,P
4766,2.0 CVT,P
4767,2.0 4AT,L
4768,2.0 5MT,L
4769,2.5 XT Turbo,P
4770,2.0D 6MT,D
4771,2.0D CVT,D
4772,2.0XT 4AT,P
4773,2.0XT 5MT,P
4774,2.5XT 4AT,P
4775,2.5XT 5MT,P
4776,2.0XT CVT,P
4777,2.5i CVT,P
4778,2.5XT 5AT,P
4779,1.3 5MT,D
4780,2.0GT 4AT,P
4781,2.5GT 5MT,P
4782,3.6 CVT,P
4783,2.0D 5MT,D
4784,2.0GT 5AT,P
4785,2.0GT 5MT,P
4786,2.0R 4AT,P
4787,2.0R 5MT,P
4788,2.5GT 6MT,P
4789,3.0R 4AT,P
4790,3.0R 5MT,P
4791,3.0R 6AT,P
4792,2.0GT 6MT,P
4793,2.0 GT-S CVT,P
4794,2.0 GT-S DIT CVT,P
4795,1.6 DIT CVT,P
4796,2.5 CVT,P
4797,3.0R 5AT,P
4798,3.6 5AT,P
4799,1.8 Ecotec 5MT,P
4800,2.2 Ecotec 5MT,P
4801,1.4 D-4D 6MT,D
4802,1.33 VVT-i 6MT,P
4803,1.5 VVT-i CVT,P
4804,1.6 CVT,P
4805,0.7i 12v,P
4806,1.5 16v VVT 4AT,P
4807,1.5 16v VVT 5MT,P
4808,1.9 DDiS 5MT,D
4809,2.0 i 16v,P
4810,2.4 VVT,P
4811,1.6 16v VVT 5MT,P
4812,3.2 V6 5AT,P
4813,2.0 VEP 8v 5MT,D
4814,2.0 HDi 16v 5MT,D
4815,2.0 HDi 16v XL-7 5MT,D
4816,2.0 HDi 8v 5MT,D
4817,1.3 VVT,P
4818,1.5 VVT,P
4819,1.2 VVT Hybrid,P
4820,1.3 16v VVT,P
4821,1.6 16v DDiS,D
4822,1.4 16v Boosterjet 6MT Hybrid ALLGRIP,P
4823,1.4 16v Boosterjet Hybrid 6MT,P
4824,1.2 16v VVT,P
4825,1.2 VVT,P
4826,1.3 DDiS,D
4827,1.3 DDiS DPF,D
4828,1.0 12v Boosterjet,P
4829,1.2 DVVT,P
4830,1.2 16v Dualjet,P
4831,1.2 16v SHSV Hybrid,P
4832,1.4 16v VVT,P
4833,1.5,P
4834,1.4 16v Boosterjet 6AT,P
4835,1.4 16v Boosterjet 6MT,P
4836,1.4 16v Boosterjet Hybrid,P
4837,1.6 16v VVT 6MT,P
4838,1.6 16v VVT CVT,P
4839,1.6 VVT,P
4840,2.0 VVT,P
4841,2.0 DDIs,D
4842,1.6 16v DDiS 6MT,D
4843,1.6 16v 6AT,P
4844,660 Turbo,P
4845,3.6 V6 24v,P
4846,2.2 16v Xdi 5MT,D
4847,1.3 D,D
4848,1.2 12v Turbo 6AT,P
4849,1.2 12v Turbo 6MT,P
4850,1.2 12v 5AT,P
4851,1.2 12v JTP Turbo 5AT,P
4852,1.2 12v JTP Turbo 5MT,P
4853,4.0 V6 VVT-i,P
4854,1.5 VVT-i,P
4855,1.8 VVT-i,P
4856,3.5 V6 VVT-i,P
4857,2.0 16v D-4D,D
4858,2.0 16v D-4D Dpf,D
4859,1.4 8v D-4D,D
4860,1.6 16v D-4D,D
4861,2.2 16v D-CAT,D
4862,2.0 VVT-iE 16v CVT,P
4863,2.0 VVT-iE 16v Hybrid E-CVT,P
4864,1.8 16v VVT-i Hybrid,P
4865,2.5 VVT-iE,P
4866,2.0 16v VVT-i,P
4867,2.2 16v D-4D,D
4868,1.8 16v Valvematic,P
4869,1.0 VVT-i,P
4870,1.4 D-4D,D
4871,2.4 VVT-i,P
4872,2.0 VVT-iE Hybrid 16v E-CVT,P
4873,2.5 16v VVT-i,P
4874,2.5 VVT-iE 16v CVT,P
4875,2.5 D-4D,D
4876,1.4 D,D
4877,1.3 16v VVT-i,P
4878,1.8 16v VVT-i,P
4879,2.0 16v FlexFuel,P
