id,number,carmanufacturers,model_id
20571,0281013247,VW,201
20572,0281013699,VW,212
20573,0281013305,VW,200
20574,0281013261,VW,210
20575,0281015479,VW,204
20576,0281016157,VW,204
20577,0281015657,VW,200
20578,0281015930,Mercedes-Benz,209
20579,0281016149,VW,204
20580,0281016389,VW,203
20581,0281030235,Mercedes,209
20582,0281013302,VW,200
20583,0281016689,VW,199
20584,0281016481,Mercedes,205
20585,0281017811,VW,227
20586,0281012933,VW,210
20587,0281011267,VW,210
20588,0281012935,VW,210
20589,0281016249,VW,203
20590,0281015429,VW,203
20591,0281030325,BMW,208
20592,0281015640,Mercedes-Benz,209
20593,0281015817,Audi,204
20594,0281015579,AUDI,204
20595,0281016337,Mercedes,209
20596,0281017152,VW,199
20597,0281014116,VW,201
20598,0281017711,VW,203
20599,0281016859,Mercedes-Benz,209
20600,0281014255,VW,200
20601,0281031133,BMW,208
20602,0281015912,Mercedes,209
20603,0281015816,Audi,204
20604,0281015939,Mercedes-Benz,209
20605,0281016145,AUDI,203
20606,0281014135,Audi,201
20607,0281014064,VW,201
20608,0281017093,SEAT,199
20609,0281017096,VW,199
20610,0281016858,Mercedes,209
20611,0281014392,Audi,204
20612,0281016677,AUDI,203
20613,0281030947,BMW,208
20614,0281016944,AUDI,199
20615,0281012905,VW,200
20616,0281018163,Mercedes,229
20617,0281014043,VW,201
20618,0281018729,VW,199
20619,0281017385,VW,199
20620,0281014141,VW,200
20621,0281014607,Audi,200
20622,0281014588,VW,201
20623,0281014389,VW,204
20624,0281018015,"CHEVROLET, OPEL, VAUXHALL",214
20625,0281017520,BMW,208
20626,0281014615,SKODA,204
20627,0281018226,AUDI,199
20628,0281016541,VW,203
20629,0281019829,Peugeot / Citroen,213
20630,0281014884,VW,204
20631,0281012910,VW,200
20632,0281017640,VW,227
20633,0281017160,VW,199
20634,0281016856,Mercedes,209
20635,0281014524,Mercedes,209
20636,0281017593,BMW,216
20637,0281015006,VW,204
20638,0281017943,VW,199
20639,0281014125,Audi,201
20640,0281014072,VW,201
20641,0281014055,VW,201
20642,0281014390,VW,204
20643,0281018028,VW,199
20644,0281012224,Mercedes,202
20645,0281015039,AUDI,204
20646,0281015024,VW,201
20647,0281031130,BMW,208
20648,0281014525,Mercedes,209
20649,0281011016,Mercedes,202
20650,0281014601,Audi,200
20651,0281014602,Audi,200
20652,0281017947,VW,199
20653,0281015195,SEAT,204
20654,0281018161,Mercedes,229
20655,0281018026,VW,199
20656,0281018370,SEAT,199
20657,0281017177,AUDI,199
20658,0281017503,BMW,208
20659,0281015001,VW,204
20660,0281015227,AUDI,204
20661,0281015038,AUDI,204
20662,0281012603,VW,201
20663,0281018706,FIAT,242
20664,0281013093,VW,201
20665,0281012545,VW,212
20666,0281013513,Mercedes,209
20667,0281012541,VW,212
20668,0281011906,VW,210
20669,0281014421,SEAT,201
20670,0281013310,Audi,200
20671,0281012190,BMW,215
20672,0281012251,VW,210
20673,0281013292,AUDI,200
20674,0281010736,VW,210
20675,0281011594,Mercedes,205
20676,0281019895,AUDI,199
20677,0281016501,VW,203
20678,0281016766,VW,203
20679,0281017665,VW,227
20680,0281014719,Audi,201
20681,0281014418,SEAT,201
20682,0281014690,VW,204
20683,0281014982,VW,212
20684,0281018715,VW,199
20685,0281018559,AUDI,199
20686,0281012765,VOLVO,283
20687,0281012199,RENAULT,206
20688,0281031080,AUDI,258
20689,0281017390,Mercedes,205
20690,0281017369,VW,199
20691,0281017903,VW,227
20692,0281012912,VW,200
20693,0281013283,SEAT,201
20694,0281031183,Mercedes-Benz,243
20695,0281011945,VW,210
20696,0281018717,VW,199
20697,0281011550,VW,200
20698,0281018812,BMW,208
20699,0281018886,VW,204
20700,0281018347,SKODA,199
20701,0281018462,VW,219
20702,0281018819,BMW,208
20703,0281011865,VW,200
20704,0281011789,Mercedes,202
20705,0281011595,Mercedes,205
20706,0281019118,Skoda,199
20707,0281011592,Mercedes,205
20708,0281015762,Audi,203
20709,0281015702,VW,204
20710,0281015665,VW,204
20711,0281011593,Mercedes,205
20712,0281019376,BMW,208
20713,0281012896,Mercedes,229
20714,0281019677,BMW,196
20715,0281031077,BMW,228
20716,0281011992,Mercedes,229
20717,0281011662,VW,210
20718,0281012217,VW,212
20719,0281011956,VW,210
20720,0281017942,SEAT,199
20721,0281012122,Opel,240
20722,0281012123,Opel,240
20723,0281011987,Mercedes,205
20724,0281018453,IVECO,323
20725,0281012233,Audi,201
20726,0281011991,Mercedes,229
20727,0281011814,RENAULT,206
20728,0281017359,VW,203
20729,0281013436,VW,201
20730,0281013312,VW,201
20731,0281013226,VW,201
20732,0281019160,AUDI,199
20733,0281018809,BMW,208
20734,0281019396,VW,199
20735,0281019273,VW,227
20736,0281011961,VW,201
20737,0281012167,VW,210
20738,0281019412,Honda,232
20739,0281017237,Mercedes,244
20740,0281011989,Mercedes / Fiat,205
20741,0281018675,ZMZ,242
20742,0281031797,TOYOTA,239
20743,0281010706,Mercedes,202
20744,0281019363,BMW,208
20745,0281015804,BMW,241
20746,0281014196,SAAB (SAAB AUTOMOBILE AB),242
20747,0281012789,Mercedes,209
20748,0281018130,NEW HOLLAND,217
20749,0281013554,Mercedes,205
20750,0281013100,Audi,201
20751,0281012539,VW,212
20752,0281018480,Peugeot / Citroen,213
20753,0281012354,Mercedes,202
20754,0281012921,VW,201
20755,0281012542,VW,212
20756,0281018807,BMW,196
20757,0281018776,VW,199
20758,0281011266,VW,210
20759,0281032384,Audi,219
20760,0281012464,"CITROEN, FIAT, LANCIA, PEUGEOT, PSA",278
20761,0281016351,Mercedes,246
20762,0281016802,Mercedes,244
20763,0281015469,Mercedes,230
20764,0281012319,SEAT,245
20765,0281011988,Mercedes,205
20766,0281011918,Mercedes,202
20767,0281011381,"OPEL, VAUXHALL",240
20768,0281031058,VW,219
20769,0281012735,Audi,200
20770,0281013551,Mercedes,205
20771,0281013273,VW,201
20772,0281033210,TOYOTA,239
20773,0281014071,VW,210
20774,0281017965,VW,203
20775,0281015130,BMW,257
20776,0281019166,Mercedes,243
20777,0281001759,VW,253
20778,0281012943,VW,210
20779,0281014433,Mercedes,230
20780,0281015595,Mercedes,246
20781,0281013153,AUDI,254
20782,0281019415,Mercedes-Benz,243
20783,0281012386,Hyundai,273
20784,0281020161,Isuzu,176
20785,0281017058,"",262
20786,0281017199,"",262
20787,0281013287,Skoda,201
20788,0281020578,Mercedes,254
20789,0281013016,RENAULT,226
20790,0281014034,VW,210
20791,0281013286,SEAT,201
20792,0281014708,AUDI,204
20793,0281013066,Hyundai,273
20794,0281017847,BMW,247
20795,0281033887,TOYOTA,329
20796,0281013447,VW,201
20797,0281020616,Caterpillar,254
20798,0281020603,HINO,254
20799,0281020629,Caterpillar,254
20800,0281013435,VW,201
20801,0281013230,VW,201
20802,0281018762,FORD,262
20803,0281013063,Hyundai,273
20804,0281017051,"",262
20805,0281014490,Mercedes,229
20806,0281014532,Mercedes,209
20807,0281018435,Honda,303
20808,0281013007,Hyundai,273
20809,0281012391,VW,245
20810,0281012939,VW,210
20811,0281012668,SEAT,245
20812,0281018948,VW,204
20813,0281001846,VW,253
20814,0281017371,Audi,199
20815,0281017452,Opel,249
20816,0281017174,Opel,269
20817,0281017529,"",262
20818,0281001724,VW,253
20819,0281017531,"",262
20820,0281001887,VM,253
20821,0281013429,VW,200
20822,0281012643,VW,254
20823,0281016097,Mercedes-Benz,230
20824,0281020068,VE Com Vehicles,254
20825,0281013128,RENAULT,259
20826,0281012598,VW,201
20827,0281017820,"FIAT, TOYOTA",297
20828,0281010836,Mercedes,202
20829,0281011073,Mercedes-Benz,202
20830,0281001908,Audi,263
20831,0281013083,VW,201
20832,0281017719,NEW HOLLAND,217
20833,0281012975,Hyundai,273
20834,0281018029,VW,199
20835,0281001731,VW,253
20836,0281017429,"",262
20837,0281013064,Hyundai,273
20838,0281012999,CHRYSLER,266
20839,0281016107,BMW,260
20840,0281015387,Toyota,311
20841,0281001689,"SEAT, VW",253
20842,0281001615,VW,253
20843,0281001693,AUDI,253
20844,0281017595,Opel,269
20845,0281015693,Toyota,311
20846,0281019490,Peugeot / Citroen,213
20847,0281012568,RENAULT,281
20848,0281015570,VW,245
20849,0281015432,VW,245
20850,0281017552,BMW,260
20851,0281018433,Honda,303
20852,0281013784,Mercedes,283
20853,0281015473,Mercedes-Benz,256
20854,0281017526,"",262
20855,0281019169,HYUNDAI,273
20856,0281016534,BMW,260
20857,0281010461,VW,254
20858,0281010213,VW,245
20859,0281010117,CHRYSLER,253
20860,0281001755,SKODA,253
20861,0281012317,VW,245
20862,0281031796,TOYOTA,239
20863,0281012326,Renault,281
20864,0281015698,Toyota,311
20865,0281013248,Seat,201
20866,0281016924,BMW,260
20867,0281016111,BMW,260
20868,0281016108,BMW,260
20869,0281012977,Hyundai,273
20870,0281012920,SKODA,245
20871,0281017431,"",262
20872,0281014564,GM Powertrain,307
20873,0281012074,VW,200
20874,0281016704,Opel,269
20875,0281016956,GM,249
20876,0281017683,BMW,208
20877,0281018016,Mercedes-Benz,244
20878,0281013439,VW,201
20879,0281013211,Mercedes,229
20880,0281010303,VW,245
20881,0281010329,VW,254
20882,0281010314,BMW,274
20883,0281017425,"",262
20884,0281013395,Mercedes,229
20885,0281012642,VW,254
20886,0281010462,VW,254
20887,0281010004,VW,254
20888,0281010489,FIAT,273
20889,0281010114,VW,253
20890,0281011735,Mercedes,202
20891,0281015431,VW,245
20892,0281010439,RENAULT,259
20893,0281018995,BMW,208
20894,0281015901,Mercedes,205
20895,0281012103,VOLVO,283
20896,0281020185,"",309
20897,0281017261,VW,204
20898,0281001999,RENAULT,259
20899,0281010465,VW,254
20900,0281001852,AUDI,253
20901,0281010379,"SEAT, VW",254
20902,0281001934,RENAULT,259
20903,0281010387,VW,254
20904,0281014183,Mercedes,209
20905,0281010368,"CITROEN, FIAT, LANCIA, PEUGEOT",151
20906,0281010062,SEAT,254
20907,0281010330,VW,254
20908,0281017193,"",262
20909,0281010357,SKODA,245
20910,0281020643,HINO,254
20911,0281010438,RENAULT,259
20912,0281010359,"CITROEN, PEUGEOT",151
20913,0281019009,VW,199
20914,0281016753,"",262
20915,0281017980,VW,203
20916,0281016926,BMW,260
20917,0281001865,"SEAT, VW",245
20918,0281018443,Honda,303
20919,0281001848,AUDI,253
20920,0281010214,VW,245
20921,0281017597,BMW,260
20922,0281001962,VW,253
20923,0281001681,VW,253
20924,0281016907,GM Powertrain,307
20925,0281001960,VW,253
20926,0281017489,"",262
20927,0281010585,Hyundai,273
20928,0281001907,VW,253
20929,0281014037,VW,210
20930,0281010039,Mercedes-Benz,256
20931,0281018613,VW,204
20932,0281010436,Mercedes,256
20933,0281001901,VW,253
20934,0281001642,SKODA,253
20935,0281010202,AUDI,254
20936,0281016071,BMW,260
20937,0281016552,BMW,260
20938,0281010049,VW,245
20939,0281001817,Mercedes-Benz,256
20940,0281010236,Mercedes-Benz,256
20941,0281001987,Mercedes-Benz,256
20942,0281010081,VW,254
20943,0281032525,Mercedes,243
20944,0281015066,Mercedes,230
20945,0281014047,VW,210
20946,0281001842,ALFA ROMEO,256
20947,0281010576,HYUNDAI,273
20948,0281010290,"CHRYSLER, VMI",266
20949,0281001721,AUDI,253
20950,0281017105,Opel,269
20951,0281017583,GM Powertrain,307
20952,0281011597,Mercedes,202
20953,0281012181,Renault,281
20954,0281011432,Renault,281
20955,0281019386,Audi,218
20956,0281010298,RENAULT,259
20957,0281013018,RENAULT,226
20958,0281014182,Mercedes,209
20959,0281010430,Mercedes,256
20960,0281010492,AUDI,254
20961,0281010454,FIAT,273
20962,0281017493,"",262
20963,0281001927,Seat,253
20964,0281010713,VW,254
20965,0281011258,VW,210
20966,0281016486,Mercedes-Benz,205
20967,0281016046,Seat,201
20968,0281010487,FIAT,273
20969,0281017977,RENAULT,300
20970,0281018441,Honda,303
20971,0281017412,Toyota,297
20972,0281017070,BMW,260
20973,0281017423,"",262
20974,0281010580,Hyundai,273
20975,0281010432,Mercedes,256
20976,0281017395,GM Powertrain,307
20977,0281011700,Mercedes,202
20978,0281017530,"",262
20979,0281001925,SEAT,253
20980,0281013434,VW,201
20981,0281010434,Mercedes,256
20982,0281014193,"OPEL, VAUXHALL",242
20983,0281010444,VW,254
20984,0281010057,VW,253
20985,0281010343,FIAT,273
20986,0281010510,Mercedes-Benz,256
20987,0281010123,AUDI,254
20988,0281012059,Mercedes,205
20989,0281010225,VW,245
20990,0281014434,Mercedes,229
20991,0281010132,VW,254
20992,0281010239,Mercedes-Benz,256
20993,0281001895,BMW,274
20994,0281010256,"SKODA, VW",254
20995,0281010542,"SKODA, VW",253
20996,0281010059,SEAT,254
20997,0281010358,CITROEN,151
20998,0281015170,VW,201
20999,0281001965,VW,253
21000,0281001798,VW,253
21001,0281010248,PEUGEOT,151
21002,0281001855,VW,253
21003,0281010575,HYUNDAI,273
21004,0281034412,Mercedes,243
21005,0281001909,VW,263
21006,0281010104,VW,254
21007,0281019926,VW,227
21008,0281012173,MAHINDRA,222
21009,0281001958,VW,253
21010,0281001883,Mercedes-Benz,256
21011,0281011140,AUDI,245
21012,0281010981,VW,245
21013,0281011130,VW,254
21014,0281011889,Hyundai,273
21015,0281017232,TOYOTA,297
21016,0281001882,Mercedes-Benz,256
21017,0281010378,AUDI,254
21018,0281016769,GM Powertrain,307
21019,0281013001,CHRYSLER,266
21020,0281010935,"CITROEN, PEUGEOT, PSA",278
21021,0281017697,"",262
21022,0281014677,VW,201
21023,0281001520,Mercedes,256
21024,0281010046,VW,245
21025,0281010364,"CITROEN, PEUGEOT",151
21026,0281011117,Hyundai,273
21027,0281011093,CHRYSLER,266
21028,0281030377,VW,219
21029,0281015245,Mercedes,229
21030,0281020071,"FAW, GOLDEN DRAGON",265
21031,0281011990,Mercedes,205
21032,0281010467,AUDI,254
21033,0281010561,AUDI,245
21034,0281010702,VW,245
21035,0281010232,Mercedes-Benz,256
21036,0281010203,AUDI,254
21037,0281010459,VW,254
21038,0281016696,BMW,260
21039,0281011997,SEAT,254
21040,0281010697,VW,245
21041,0281015149,GM,269
21042,0281010928,SKODA,245
21043,0281015436,SEAT,220
21044,0281032297,TOYOTA,239
21045,0281030120,VW,203
21046,0281011796,Mercedes-Benz,276
21047,0281010602,Mercedes-Benz,256
21048,0281019082,HYUNDAI,295
21049,0281016847,"",262
21050,0281015440,HYUNDAI,242
21051,0281013550,Mercedes,205
21052,0281014342,Mercedes,209
21053,0281013755,Mercedes,209
21054,0281010590,PEUGEOT,278
21055,0281013900,VW,201
21056,0281016019,VW,201
21057,0281010864,VW,254
21058,0281016484,Mercedes,205
21059,0281013988,Mercedes,209
21060,0281034603,TOYOTA,239
21061,0281030408,VW,219
21062,0281010328,VW,254
21063,0281030088,IVECO,217
21064,0281035057,BMW,228
21065,0281010367,Peugeot Citro&euml;n,151
21066,0281013760,Mercedes,209
21067,0281010382,VW,254
21068,0281011529,RENAULT,281
21069,0281010844,AUDI,245
21070,0281014993,Mercedes,229
21071,0281010659,VW,254
21072,0281001619,MAN,282
21073,0281010361,PEUGEOT,151
21074,0281001822,Mercedes,256
21075,0281013453,Mercedes,202
21076,0281019448,BMW,228
21077,0281019925,VW,227
21078,0281012183,Renault,281
21079,0281030410,VW,219
21080,0281010431,Mercedes,256
21081,0281015202,Audi,204
21082,0281001824,Mercedes-Benz,256
21083,0281001679,VW,253
21084,0281013451,Mercedes,202
21085,0281010663,VW,245
21086,0281016029,Skoda,201
21087,0281010821,CITROEN,278
21088,0281010974,VW,245
21089,0281011029,VW,245
21090,0281010477,VW,245
21091,0281010568,HYUNDAI,273
21092,0281010258,VW,263
21093,0281010297,RENAULT,259
21094,0281010674,VW,245
21095,0281010863,AUDI,254
21096,0281011131,RENAULT,259
21097,0281010227,AUDI,245
21098,0281015049,SKODA,220
21099,0281015427,SEAT,220
21100,0281010951,Hyundai,273
21101,0281011106,RENAULT,259
21102,0281010843,RENAULT,259
21103,0281010870,BMW,274
21104,0281011724,RENAULT,281
21105,0281015410,FORD,252
21106,0281011208,AUDI,245
21107,0281011134,GM,348
21108,0281010992,RENAULT,259
21109,0281011054,FIAT,273
21110,0281016013,VW,201
21111,0281011615,VW,245
21112,0281011641,Hyundai,273
21113,0281016232,SEAT,220
21114,0281001468,MAN,282
21115,0281010763,Mercedes-Benz,256
21116,0281011241,VW,245
21117,0281010238,Mercedes-Benz,256
21118,0281010719,BMW,274
21119,0281030118,VW,203
21120,0281034466,Mercedes,243
21121,0281010963,SKODA,254
21122,0281011141,AUDI,245
21123,0281010866,VW,245
21124,0281010838,VW,245
21125,0281014867,Mercedes,229
21126,0281011940,Renault,281
21127,0281016917,Mercedes,205
21128,0281011528,RENAULT,259
21129,0281011530,RENAULT,281
21130,0281017594,BMW,260
21131,0281032673,BMW,228
21132,0281019734,Opel,249
21133,0281010523,Mercedes-Benz,276
21134,0281012195,VW,245
21135,0281011353,Hyundai,273
21136,0281013441,SKODA,220
21137,0281010873,"CHRYSLER, MERCEDES-BENZ",253
21138,0281010513,VW,245
21139,0281010571,Hyundai,273
21140,0281010082,VW,254
21141,0281016638,BMW,257
21142,0281011494,FIAT,273
21143,0281012086,Hyundai,273
21144,0281012087,Hyundai,273
21145,0281015921,Mercedes,209
21146,0281030677,AUDI,219
21147,0281011638,Hyundai,273
21148,0281010945,"SKODA, VW",245
21149,0281011805,Hyundai,273
21150,0281030642,Audi,218
21151,0281010912,Mercedes-Benz,276
21152,0281011696,Hyundai,273
21153,0281010983,FIAT,273
21154,0281036734,"",198
21155,0281036733,"",198
21156,0281039001,"",198
21157,0281036768,"",198
21158,0281011185,Mercedes,276
21159,0281016017,VW,201
21160,0281011257,BMW,274
21161,0281030374,AUDI,219
21162,0281010614,Mercedes-Benz,276
21163,0281013009,VW,220
21164,0281016622,Skoda,220
21165,0281013185,SKODA,220
21166,0281037069,"",198
21167,0281016915,Mercedes,205
21168,0281036769,"",198
21169,0281011769,Hyundai,273
21170,0281017243,RENAULT,206
21171,0281010686,SEAT,254
21172,0281011469,Mercedes-Benz,276
21173,0281010665,"SKODA, VW",245
21174,0281011281,CHRYSLER,266
21175,0281011371,"FIAT, LANCIA",273
21176,0281010354,Mercedes-Benz,276
21177,0281039243,"",262
21178,0281014109,Audi,200
21179,0281011878,KIA,273
21180,0281036968,"",198
21181,0281035005,"",349
21182,0281011538,Hyundai,273
21183,0281012053,Renault,281
21184,0281011316,VW,254
21185,0281012276,"SEAT, SKODA",245
21186,0281016890,Mercedes,205
21187,0281016023,Seat,201
21188,0281017066,RENAULT,226
21189,0281011695,Hyundai,273
21190,0281011819,VW,245
21191,0281013289,SKODA,201
21192,0281010460,VW,254
21193,0281011100,AUDI,245
21194,0281011754,FIAT,273
21195,0281011880,Hyundai,273
21196,0281011583,Hyundai,273
21197,0281012205,Hyundai,273
21198,0281011216,"SEAT, SKODA, VW",245
21199,0281011218,SEAT,245
21200,0281012099,KIA,273
21201,0281011881,Hyundai,273
21202,0281014353,RENAULT,286
21203,0281011685,Hyundai,273
21204,0281036732,"",198
21205,0281010753,Mercedes-Benz,256
21206,0281012273,Hyundai,273
21207,0281011092,AUDI,254
21208,0281011811,Hyundai,273
21209,0281012590,Renault,286
21210,0281015962,Mercedes,205
21211,0281011977,HYUNDAI,273
21212,0281011388,AUDI,254
21213,0281016021,VW,201
21214,0281011493,"ALFA ROMEO, FIAT",273
21215,0281011028,VW,274
21216,0281012082,Renault,281
21217,0281011200,VW,245
21218,0281032108,"",262
21219,0281030570,PORSCHE,258
21220,0281016032,Seat,201
21221,0281011665,VW,210
21222,0281010682,SEAT,254
21223,0281011582,Hyundai,273
21224,0281011635,Hyundai,273
21225,0281001433,Mercedes,282
21226,0281036465,"",198
21227,0281011757,FIAT,273
21228,0281001322,Scania,282
21229,0281036890,"",198
21230,0281019986,Mercedes-Benz,233
21231,0281011323,VW,254
21232,0281011197,VW,245
21233,0281001991,Mercedes-Benz,256
21234,0281012211,VW,245
21235,0281011024,KIA,273
21236,0281011191,VW,245
21237,0281036888,"",198
21238,0281020084,Doosan,265
21239,0281030169,IVECO,217
21240,0281011313,SEAT,254
21241,0281036889,"",198
21242,0281014363,Mercedes / Chrysler,339
21243,0281016804,Mercedes-Benz,205
21244,0281010755,NEW HOLLAND,330
21245,0281011855,VW,210
21246,0281036628,"",198
21247,0281036887,"",198
21248,0281037195,"",198
21249,0281016436,Mercedes,205
21250,0281016914,Mercedes,205
21251,0281037068,"",198
21252,0281036715,"",198
21253,0281001349,MAN,284
21254,0281001205,IVECO,288
21255,0281016027,Skoda,201
21256,0281012209,VW,245
21257,0281036213,"",219
21258,0281020048,"ASTRA, CASE, CASE IH (CASE INTERNATIONAL), HEULIEZ, IVECO, NEW HOLLAND",265
21259,0281020055,MAN,287
21260,0281011405,Mercedes-Benz,276
21261,0281013184,SEAT,220
21262,0281010525,Mercedes-Benz,276
21263,0281011019,VW,254
21264,0281011040,NISSAN,335
21265,0281011030,RENAULT,259
21266,0281011404,AUDI,245
21267,0281011770,Hyundai,273
21268,0281012135,VW,254
21269,0281037225,"",198
21270,0281001521,MAN,282
21271,0281036467,"",198
21272,0281036478,"",198
21273,0281013366,Renault,286
21274,0281018162,Mercedes-Benz,229
21275,0281012200,RENAULT,286
21276,0281011726,VW,274
21277,0281010540,Mercedes-Benz,256
21278,0281020024,MAN,341
21279,0281019731,Mercedes-Benz,243
21280,0281030158,JEEP,324
21281,0281019930,VW,227
21282,0281011255,AUDI,254
21283,0281017065,RENAULT,226
21284,0281018169,AUDI,199
21285,0281031015,AUDI,219
21286,0281010320,RENAULT,259
21287,0281011887,AUDI,200
21288,0281012597,FIAT,273
21289,0281018168,AUDI,199
21290,0281031184,Mercedes-Benz,243
21291,0281016951,SKODA,199
21292,0281014259,AUDI,200
21293,0281019324,AUDI,258
21294,0281018721,FIAT,242
21295,0281015234,SKODA,204
21296,0281016413,SKODA,204
21297,0281018576,AUDI,199
21298,0281014105,SEAT,201
21299,0281014417,SEAT,201
21300,0281011698,Mercedes-Benz,202
21301,0281017645,AUDI,199
21302,0281014714,SKODA,201
21303,0281013160,SKODA,201
21304,0281016953,SKODA,199
21305,0281011982,VW,200
21306,0281015480,VW,204
21307,0281015878,SKODA,204
21308,0281019903,SKODA,199
21309,0281011813,VW,200
21310,0281011145,VW,200
21311,0281030091,SKODA,199
21312,0281011433,VW,200
21313,0281016144,AUDI,203
21314,0281011147,VW,200
21315,0281015587,AUDI,204
21316,0281015466,AUDI,204
21317,0281015335,VW,204
21318,0281013693,DODGE,200
21319,0281010749,CITROEN,151
21320,0281019910,KIA,204
21321,0281011442,Mercedes-Benz,202
21322,0281032227,RENAULT,298
21323,0281011561,CITROEN,225
21324,0281016396,SKODA,199
21325,0281011328,Mercedes-Benz,202
21326,0281018180,VW,227
21327,0281033161,KIA,296
21328,0281015358,TOYOTA,311
21329,0281018953,VW,227
21330,0281014984,VW,204
21331,0281018708,FIAT,242
21332,0281011650,TOYOTA,294
21333,0281018694,FIAT,242
21334,0281031236,AUDI,258
21335,0281017786,FIAT,242
21336,0281018883,VW,227
21337,0281018707,FIAT,242
21338,0281018880,VW,227
21339,0281018884,VW,227
21340,0281012459,Mercedes-Benz,202
21341,0281013418,HYUNDAI,242
21342,0281018316,FIAT,242
21343,0281018951,VW,227
21344,0281015799,AUDI,218
21345,0281014100,NISSAN,272
21346,0281033728,TOYOTA,239
21347,0281018692,FIAT,242
21348,0281032224,ALFA ROMEO,198
21349,0281035847,FIAT,198
21350,0281018194,KIA,204
21351,0281015132,"CITROEN, PEUGEOT",225
21352,0281014091,NISSAN,272
21353,0281032340,FIAT,198
21354,0281011821,FORD,245
21355,0281010445,AUDI,254
21356,0281011097,FIAT,273
21357,0281016403,VW,199
21358,0281030776,FIAT,217
21359,0281017302,LANCIA,242
21360,0281014700,VW,204
21361,0281019993,TOYOTA,297
21362,0281010495,AUDI,254
21363,0281010802,Mercedes-Benz,276
21364,0281010635,RENAULT,259
21365,0281010764,CITROEN,278
21366,0281015582,AUDI,204
21367,0281010641,CITROEN,278
21368,0281019622,LAND ROVER GROUP,221
21369,0281010550,"CITROEN, PEUGEOT",151
21370,0281010032,PEUGEOT,151
21371,0281001936,"ALFA ROMEO, FIAT",256
21372,0281015399,"ALFA ROMEO, FIAT",242
21373,0281012547,AUDI,200
21374,0281014594,AUDI,204
21375,0281018376,VW,199
21376,0281001831,"CHRYSLER, DODGE",253
21377,0281017212,HYUNDAI,295
21378,0281016996,VW,199
21379,0281012736,AUDI,200
21380,0281014111,SKODA,201
21381,0281010531,Mercedes-Benz,276
21382,0281014130,VW,201
21383,0281013089,VW,201
21384,0281016306,AUDI,199
21385,0281012930,VW,210
21386,0281012291,SEAT,210
21387,0281016409,VW,199
21388,0281011908,SEAT,210
21389,0281015616,Mercedes-Benz,209
21390,0281015329,AUDI,204
21391,0281011857,VW,210
21392,0281015586,AUDI,204
21393,0281011671,VW,210
21394,0281019979,Honda,305
21395,0281013101,Mercedes,209
21396,0281017705,Ford,213
21397,0281015419,Audi,204
21398,0281016133,BMW,241
21399,0281012792,Mercedes,209
21400,0281019826,"",213
21401,0281017986,BMW,208
21402,0281015530,Audi,204
21403,0281011466,Mercedes,202
21404,0281011178,Mercedes,202
21405,0281014911,UAZ,242
21406,0281014952,Mercedes,209
21407,0281019994,Toyota,297
21408,0281019729,BMW,248
21409,0281034674,Toyota,239
21410,0281019751,KIA / Hyundai,204
21411,0281014330,Mercedes,209
21412,0281032548,Honda,232
21413,0281014332,Mercedes,209
21414,0281014467,"",242
21415,0281013997,Mercedes,209
21416,0281020036,MITSUBISHI,313
21417,0281031286,BMW,208
21418,0281013960,Hyundai,242
21419,0281030008,BMW,208
21420,0281013822,Mercedes,209
21421,0281030011,BMW,196
21422,0281017084,KIA / Hyundai,204
21423,0281035641,"",237
21424,0281017433,Hyundai,295
21425,0281014522,Mercedes,209
21426,0281033919,"",237
21427,0281030960,BMW,228
21428,0281033946,"",237
21429,0281030422,BMW,208
21430,0281015767,Opel,242
21431,0281030819,BMW,208
21432,0281032024,Ford,213
21433,0281017848,BMW,248
21434,0281014313,Mercedes,209
21435,0281016082,BMW,241
21436,0281019784,Ford,213
21437,0281016007,"",242
21438,0281031738,"",295
21439,0281012861,Fiat,242
21440,0281014498,Mercedes,209
21441,0281012364,Mercedes,202
21442,0281019938,"",213
21443,0281015690,VW,204
21444,0281034397,"",321
21445,0281013642,Chrysler,209
21446,0281035204,"",237
21447,0281015971,Kia,295
21448,0281019836,"",262
21449,0281017765,"",295
21450,0281015143,Hyundai,242
21451,0281014289,Hyundai,242
21452,0281017674,"",262
21453,0281014291,HYUNDAI,242
21454,0281033893,"",237
21455,0281019706,BMW,241
21456,0281011157,Mercedes,202
21457,0281016415,KIA / Hyundai,204
21458,0281030680,BMW,208
21459,0281015307,Mercedes,209
21460,0281012549,Opel,240
21461,0281019921,Ford,213
21462,0281035738,"",296
21463,0281016210,Audi,204
21464,0281033255,"",298
21465,0281034260,Honda,232
21466,0281036281,"",198
21467,0281016631,"",242
21468,0281031296,BMW,196
21469,0281031300,BMW,208
21470,0281032870,"",308
21471,0281001131,"",284
21472,0281016846,BMW,247
21473,0281018237,"",295
21474,0281020339,"",309
21475,0281020001,Nissan,317
21476,0281034494,Honda,305
21477,0281018912,Nissan,272
21478,0281017601,Peugeot / Citroen,213
21479,0281030748,BMW,196
21480,0281016688,Renault,300
21481,0281015489,"",242
21482,0281032315,"",296
21483,0281015261,Mercedes,209
21484,0281032768,Honda,232
21485,0281015494,Hyundai,242
21486,0281013942,Mercedes,209
21487,0281016277,"",242
21488,0281015434,Hyundai,204
21489,0281015302,Honda,303
21490,0281015154,Fiat,242
21491,0281014192,Mercedes,209
21492,0281019422,BMW,208
